index,F1,F2,source_run,seed,feasible,perm,cuts,alpha
1,17842,65265.107,3,0.317000000000,False,[40, 32, 6, 23, 29, 34, 18, 38, 45, 12, 15, 10, 8, 13, 35, 37, 31, 7, 25, 39, 14, 42, 28, 4, 5, 24, 9, 43, 11, 44, 30, 2, 17, 21, 16, 33, 19, 26, 27, 20, 36, 41, 3, 22],[0, 2, 5, 7, 10, 13, 17, 20, 22, 24, 26, 29, 32, 34, 37, 39, 41, 43, 44, 44, 44],{(1, 1): 0.809186059619844, (2, 1): 0.25, (3, 1): 0.0441308193325509, (4, 1): 0.25, (5, 1): 0.25, (6, 1): 0.25, (7, 1): 0.25, (8, 1): 0.25, (9, 1): 0.217419436899216, (10, 1): 0.0737283195308956, (1, 2): 0, (2, 2): 0.00488031521652937, (3, 2): 0, (4, 2): 0.25, (5, 2): 0, (6, 2): 0.165735572905888, (7, 2): 0, (8, 2): 0, (9, 2): 0.25, (10, 2): 0.25}
2,17856.888,65065.47,3,0.317000000000,False,[4, 23, 34, 9, 17, 43, 16, 13, 35, 31, 7, 33, 11, 25, 24, 20, 18, 26, 39, 27, 12, 44, 21, 37, 38, 15, 19, 3, 42, 2, 10, 29, 6, 22, 5, 45, 28, 30, 32, 40, 14, 8, 36, 41],[0, 3, 6, 9, 13, 15, 16, 17, 19, 22, 25, 28, 32, 34, 36, 38, 40, 43, 44, 44, 44],{(1, 1): 1, (2, 1): 0.235331175476998, (3, 1): 0, (4, 1): 0, (5, 1): 0.25, (6, 1): 0, (7, 1): 0.25, (8, 1): 0.25, (9, 1): 0.25, (10, 1): 0, (1, 2): 0.49530563115691, (2, 2): 0.0143306405059659, (3, 2): 0, (4, 2): 0.25, (5, 2): 0, (6, 2): 0, (7, 2): 0.25, (8, 2): 0.25, (9, 2): 0.25, (10, 2): 0.25}
3,18353.52,64278.372,8,0.802000000000,False,[42, 24, 26, 18, 3, 2, 8, 20, 33, 16, 5, 39, 43, 35, 37, 17, 4, 38, 15, 41, 44, 25, 7, 27, 11, 9, 45, 36, 19, 6, 14, 23, 21, 30, 22, 28, 40, 13, 12, 10, 29, 31, 34, 32],[0, 2, 4, 7, 9, 11, 14, 17, 19, 22, 25, 28, 31, 34, 36, 39, 42, 44, 44, 44, 44],{(1, 1): 0.313342991460685, (2, 1): 0.25, (3, 1): 0.0787571678733724, (4, 1): 0, (5, 1): 0.25, (6, 1): 0.25, (7, 1): 0.25, (8, 1): 0, (9, 1): 0.181188924600006, (10, 1): 0.25, (1, 2): 0, (2, 2): 0, (3, 2): 0.106818263552794, (4, 2): 0, (5, 2): 0.24367449651299, (6, 2): 0.25, (7, 2): 0, (8, 2): 0.25, (9, 2): 0, (10, 2): 0}
